2020-07-27 10:36:19,535 ERROR START 3
2020-07-27 10:37:19,536 ERROR START 1
2020-07-27 10:37:19,579 ERROR START 3
2020-07-27 10:38:19,594 ERROR START 1
2020-07-27 10:38:19,638 ERROR START 3
2020-07-27 10:39:19,639 ERROR START 1
2020-07-27 10:39:19,684 ERROR START 3
2020-07-27 10:40:19,685 ERROR START 1
2020-07-27 10:40:19,729 ERROR START 3
2020-07-27 10:41:19,731 ERROR START 1
2020-07-27 10:41:19,774 ERROR START 3
2020-07-27 10:42:19,775 ERROR START 1
2020-07-27 10:42:19,820 ERROR START 3
2020-07-27 10:43:19,821 ERROR START 1
2020-07-27 10:43:19,866 ERROR START 3
2020-07-27 10:44:19,867 ERROR START 1
2020-07-27 10:44:19,910 ERROR START 3
2020-07-27 10:45:08,836 ERROR STOP reload email_ProKafka2FB
2020-07-27 11:09:20,250 ERROR START CoDon_ProKafka2FB
2020-07-27 11:09:20,458 ERROR START 1
2020-07-27 11:09:21,537 ERROR START 3
2020-07-27 11:09:27,538 ERROR START 1
2020-07-27 11:09:27,582 ERROR START 3
2020-07-27 11:09:33,583 ERROR START 1
2020-07-27 11:09:33,627 ERROR START 3
2020-07-27 11:09:39,629 ERROR START 1
2020-07-27 11:09:39,672 ERROR START 3
2020-07-27 11:09:45,673 ERROR START 1
2020-07-27 11:09:45,716 ERROR START 3
2020-07-27 11:09:51,717 ERROR START 1
2020-07-27 11:09:51,768 ERROR START 3
2020-07-27 11:09:57,769 ERROR START 1
2020-07-27 11:09:57,816 ERROR START 3
2020-07-27 11:10:03,816 ERROR START 1
2020-07-27 11:10:03,859 ERROR START 3
2020-07-27 11:10:09,860 ERROR START 1
2020-07-27 11:10:09,902 ERROR START 3
2020-07-27 11:10:12,248 ERROR STOP reload email_ProKafka2FB
2020-07-27 11:29:42,421 ERROR START 1
2020-07-27 11:30:08,191 ERROR START 3
2020-07-27 11:44:52,187 ERROR START CoDon_ProKafka2FB
2020-07-27 11:44:52,386 ERROR START 1
2020-07-27 11:44:53,496 ERROR START 3
2020-07-27 11:44:56,497 ERROR START 1
2020-07-27 11:44:56,543 ERROR START 3
2020-07-27 11:44:59,544 ERROR START 1
2020-07-27 11:44:59,587 ERROR START 3
2020-07-27 11:45:02,588 ERROR START 1
2020-07-27 11:45:02,629 ERROR START 3
2020-07-27 11:45:05,630 ERROR START 1
2020-07-27 11:45:05,683 ERROR START 3
2020-07-27 11:45:08,684 ERROR START 1
2020-07-27 11:45:08,725 ERROR START 3
2020-07-27 11:45:11,726 ERROR START 1
2020-07-27 11:45:11,770 ERROR START 3
2020-07-27 11:45:14,771 ERROR START 1
2020-07-27 11:45:14,814 ERROR START 3
2020-07-27 11:45:17,814 ERROR START 1
2020-07-27 11:45:17,857 ERROR START 3
2020-07-27 11:45:20,857 ERROR START 1
2020-07-27 11:45:20,913 ERROR START 3
2020-07-27 11:45:23,915 ERROR START 1
2020-07-27 11:45:23,956 ERROR START 3
2020-07-27 11:45:26,957 ERROR START 1
2020-07-27 11:45:26,998 ERROR START 3
2020-07-27 11:45:29,999 ERROR START 1
2020-07-27 11:45:30,043 ERROR START 3
2020-07-27 11:45:33,044 ERROR START 1
2020-07-27 11:45:33,111 ERROR START 3
2020-07-27 11:45:36,112 ERROR START 1
2020-07-27 11:45:36,154 ERROR START 3
2020-07-27 11:45:39,155 ERROR START 1
2020-07-27 11:45:39,199 ERROR START 3
2020-07-27 11:45:42,200 ERROR START 1
2020-07-27 11:45:42,265 ERROR START 3
2020-07-27 11:45:45,266 ERROR START 1
2020-07-27 11:45:45,307 ERROR START 3
2020-07-27 11:45:48,309 ERROR START 1
2020-07-27 11:45:48,360 ERROR START 3
2020-07-27 11:45:51,362 ERROR START 1
2020-07-27 11:45:51,402 ERROR START 3
2020-07-27 11:45:54,404 ERROR START 1
2020-07-27 11:45:54,446 ERROR START 3
2020-07-27 11:45:57,448 ERROR START 1
2020-07-27 11:45:57,488 ERROR START 3
2020-07-27 11:46:00,489 ERROR START 1
2020-07-27 11:46:00,533 ERROR START 3
2020-07-27 11:46:03,534 ERROR START 1
2020-07-27 11:46:03,586 ERROR START 3
2020-07-27 11:46:06,587 ERROR START 1
2020-07-27 11:46:06,632 ERROR START 3
2020-07-27 11:46:09,633 ERROR START 1
2020-07-27 11:46:09,677 ERROR START 3
2020-07-27 11:46:12,677 ERROR START 1
2020-07-27 11:46:12,733 ERROR START 3
2020-07-27 11:46:15,735 ERROR START 1
2020-07-27 11:46:15,780 ERROR START 3
2020-07-27 11:46:18,780 ERROR START 1
2020-07-27 11:46:18,846 ERROR START 3
2020-07-27 11:46:21,848 ERROR START 1
2020-07-27 11:46:21,893 ERROR START 3
2020-07-27 11:46:24,894 ERROR START 1
2020-07-27 11:46:24,937 ERROR START 3
2020-07-27 11:46:27,938 ERROR START 1
2020-07-27 11:46:27,980 ERROR START 3
2020-07-27 11:46:30,982 ERROR START 1
2020-07-27 11:46:31,026 ERROR START 3
2020-07-27 11:46:34,026 ERROR START 1
2020-07-27 11:46:34,081 ERROR START 3
2020-07-27 11:46:37,082 ERROR START 1
2020-07-27 11:46:37,124 ERROR START 3
2020-07-27 11:46:40,124 ERROR START 1
2020-07-27 11:46:40,168 ERROR START 3
2020-07-27 11:46:43,168 ERROR START 1
2020-07-27 11:46:43,211 ERROR START 3
2020-07-27 11:46:46,212 ERROR START 1
2020-07-27 11:46:46,254 ERROR START 3
2020-07-27 11:46:49,255 ERROR START 1
2020-07-27 11:46:49,314 ERROR START 3
2020-07-27 11:46:52,314 ERROR START 1
2020-07-27 11:46:52,359 ERROR START 3
2020-07-27 11:46:55,360 ERROR START 1
2020-07-27 11:46:55,403 ERROR START 3
2020-07-27 11:46:58,404 ERROR START 1
2020-07-27 11:46:58,444 ERROR START 3
2020-07-27 11:47:01,446 ERROR START 1
2020-07-27 11:47:01,489 ERROR START 3
2020-07-27 11:47:04,490 ERROR START 1
2020-07-27 11:47:04,542 ERROR START 3
2020-07-27 11:47:07,544 ERROR START 1
2020-07-27 11:47:07,587 ERROR START 3
2020-07-27 11:47:10,587 ERROR START 1
2020-07-27 11:47:10,631 ERROR START 3
2020-07-27 11:47:13,632 ERROR START 1
2020-07-27 11:47:13,679 ERROR START 3
2020-07-27 11:47:16,679 ERROR START 1
2020-07-27 11:47:16,722 ERROR START 3
2020-07-27 11:47:19,722 ERROR START 1
2020-07-27 11:47:19,773 ERROR START 3
2020-07-27 11:47:22,775 ERROR START 1
2020-07-27 11:47:22,817 ERROR START 3
2020-07-27 11:47:25,818 ERROR START 1
2020-07-27 11:47:25,860 ERROR START 3
2020-07-27 11:47:28,861 ERROR START 1
2020-07-27 11:47:28,903 ERROR START 3
2020-07-27 11:47:31,904 ERROR START 1
2020-07-27 11:47:31,947 ERROR START 3
2020-07-27 11:47:34,948 ERROR START 1
2020-07-27 11:47:34,999 ERROR START 3
2020-07-27 11:47:38,000 ERROR START 1
2020-07-27 11:47:38,042 ERROR START 3
2020-07-27 11:47:41,042 ERROR START 1
2020-07-27 11:47:41,084 ERROR START 3
2020-07-27 11:47:44,085 ERROR START 1
2020-07-27 11:47:44,126 ERROR START 3
2020-07-27 11:47:47,127 ERROR START 1
2020-07-27 11:47:47,168 ERROR START 3
2020-07-27 11:47:50,169 ERROR START 1
2020-07-27 11:47:50,238 ERROR START 3
2020-07-27 11:47:53,239 ERROR START 1
2020-07-27 11:47:53,281 ERROR START 3
2020-07-27 11:47:56,281 ERROR START 1
2020-07-27 11:47:56,323 ERROR START 3
2020-07-27 11:47:59,325 ERROR START 1
2020-07-27 11:47:59,374 ERROR START 3
2020-07-27 11:48:02,375 ERROR START 1
2020-07-27 11:48:02,421 ERROR START 3
2020-07-27 11:48:05,422 ERROR START 1
2020-07-27 11:48:05,470 ERROR START 3
2020-07-27 11:48:08,471 ERROR START 1
2020-07-27 11:48:08,514 ERROR START 3
2020-07-27 11:48:11,515 ERROR START 1
2020-07-27 11:48:11,565 ERROR START 3
2020-07-27 11:48:14,566 ERROR START 1
2020-07-27 11:48:14,618 ERROR START 3
2020-07-27 11:48:17,618 ERROR START 1
2020-07-27 11:48:17,672 ERROR START 3
2020-07-27 11:48:20,673 ERROR START 1
2020-07-27 11:48:20,717 ERROR START 3
2020-07-27 11:48:23,717 ERROR START 1
2020-07-27 11:48:23,760 ERROR START 3
2020-07-27 11:48:26,762 ERROR START 1
2020-07-27 11:48:26,804 ERROR START 3
2020-07-27 11:48:29,805 ERROR START 1
2020-07-27 11:48:29,846 ERROR START 3
2020-07-27 11:48:32,847 ERROR START 1
2020-07-27 11:48:32,901 ERROR START 3
2020-07-27 11:48:35,901 ERROR START 1
2020-07-27 11:48:35,945 ERROR START 3
2020-07-27 11:48:38,946 ERROR START 1
2020-07-27 11:48:38,994 ERROR START 3
2020-07-27 11:48:41,995 ERROR START 1
2020-07-27 11:48:42,041 ERROR START 3
2020-07-27 11:48:45,042 ERROR START 1
2020-07-27 11:48:45,087 ERROR START 3
2020-07-27 11:48:48,088 ERROR START 1
2020-07-27 11:48:48,140 ERROR START 3
2020-07-27 11:48:51,141 ERROR START 1
2020-07-27 11:48:51,184 ERROR START 3
2020-07-27 11:48:54,185 ERROR START 1
2020-07-27 11:48:54,228 ERROR START 3
2020-07-27 11:48:57,228 ERROR START 1
2020-07-27 11:48:57,270 ERROR START 3
2020-07-27 11:49:00,270 ERROR START 1
2020-07-27 11:49:00,313 ERROR START 3
2020-07-27 11:49:03,314 ERROR START 1
2020-07-27 11:49:03,369 ERROR START 3
2020-07-27 11:49:06,370 ERROR START 1
2020-07-27 11:49:06,411 ERROR START 3
2020-07-27 11:49:09,412 ERROR START 1
2020-07-27 11:49:09,455 ERROR START 3
2020-07-27 11:49:12,456 ERROR START 1
2020-07-27 11:49:12,498 ERROR START 3
2020-07-27 11:49:15,499 ERROR START 1
2020-07-27 11:49:15,542 ERROR START 3
2020-07-27 11:49:18,542 ERROR START 1
2020-07-27 11:49:18,595 ERROR START 3
2020-07-27 11:49:21,596 ERROR START 1
2020-07-27 11:49:21,638 ERROR START 3
2020-07-27 11:49:24,639 ERROR START 1
2020-07-27 11:49:24,681 ERROR START 3
2020-07-27 11:49:27,681 ERROR START 1
2020-07-27 11:49:27,724 ERROR START 3
2020-07-27 11:49:30,725 ERROR START 1
2020-07-27 11:49:30,771 ERROR START 3
2020-07-27 11:49:33,772 ERROR START 1
2020-07-27 11:49:33,828 ERROR START 3
2020-07-27 11:49:36,829 ERROR START 1
2020-07-27 11:49:36,871 ERROR START 3
2020-07-27 11:49:39,872 ERROR START 1
2020-07-27 11:49:39,914 ERROR START 3
2020-07-27 11:49:42,914 ERROR START 1
2020-07-27 11:49:42,964 ERROR START 3
2020-07-27 11:49:45,965 ERROR START 1
2020-07-27 11:49:46,008 ERROR START 3
2020-07-27 11:49:49,009 ERROR START 1
2020-07-27 11:49:49,061 ERROR START 3
2020-07-27 11:49:52,062 ERROR START 1
2020-07-27 11:49:52,103 ERROR START 3
2020-07-27 11:49:55,104 ERROR START 1
2020-07-27 11:49:55,147 ERROR START 3
2020-07-27 11:49:58,148 ERROR START 1
2020-07-27 11:49:58,190 ERROR START 3
2020-07-27 11:50:01,190 ERROR START 1
2020-07-27 11:50:01,232 ERROR START 3
2020-07-27 11:50:04,233 ERROR START 1
2020-07-27 11:50:04,287 ERROR START 3
2020-07-27 11:50:07,289 ERROR START 1
2020-07-27 11:50:07,330 ERROR START 3
2020-07-27 11:50:10,331 ERROR START 1
2020-07-27 11:50:10,373 ERROR START 3
2020-07-27 11:50:13,374 ERROR START 1
2020-07-27 11:50:13,417 ERROR START 3
2020-07-27 11:50:16,419 ERROR START 1
2020-07-27 11:50:16,462 ERROR START 3
2020-07-27 11:50:19,462 ERROR START 1
2020-07-27 11:50:19,517 ERROR START 3
2020-07-27 11:50:22,517 ERROR START 1
2020-07-27 11:50:22,567 ERROR START 3
2020-07-27 11:50:25,567 ERROR START 1
2020-07-27 11:50:25,610 ERROR START 3
2020-07-27 11:50:28,611 ERROR START 1
2020-07-27 11:50:28,656 ERROR START 3
2020-07-27 11:50:31,657 ERROR START 1
2020-07-27 11:50:31,701 ERROR START 3
2020-07-27 11:50:34,702 ERROR START 1
2020-07-27 11:50:34,760 ERROR START 3
2020-07-27 11:50:37,761 ERROR START 1
2020-07-27 11:50:37,812 ERROR START 3
2020-07-27 11:50:40,813 ERROR START 1
2020-07-27 11:50:40,855 ERROR START 3
2020-07-27 11:50:43,856 ERROR START 1
2020-07-27 11:50:43,900 ERROR START 3
2020-07-27 11:50:46,900 ERROR START 1
2020-07-27 11:50:46,942 ERROR START 3
2020-07-27 11:50:49,942 ERROR START 1
2020-07-27 11:50:49,999 ERROR START 3
2020-07-27 11:50:53,000 ERROR START 1
2020-07-27 11:50:53,043 ERROR START 3
2020-07-27 11:50:56,044 ERROR START 1
2020-07-27 11:50:56,086 ERROR START 3
2020-07-27 11:50:58,070 ERROR STOP reload email_ProKafka2FB
2020-07-27 11:51:37,154 ERROR START CoDon_ProKafka2FB
2020-07-27 11:51:37,352 ERROR START 1
2020-07-27 11:51:38,389 ERROR START 3
2020-07-27 11:51:44,390 ERROR START 1
2020-07-27 11:51:44,433 ERROR START 3
2020-07-27 11:51:50,434 ERROR START 1
2020-07-27 11:51:50,477 ERROR START 3
2020-07-27 11:51:56,478 ERROR START 1
2020-07-27 11:51:56,520 ERROR START 3
2020-07-27 11:52:02,521 ERROR START 1
2020-07-27 11:52:02,562 ERROR START 3
2020-07-27 11:52:08,562 ERROR START 1
2020-07-27 11:52:08,630 ERROR START 3
2020-07-27 11:52:14,631 ERROR START 1
2020-07-27 11:52:14,678 ERROR START 3
2020-07-27 11:52:20,679 ERROR START 1
2020-07-27 11:52:20,724 ERROR START 3
2020-07-27 11:52:26,725 ERROR START 1
2020-07-27 11:52:26,767 ERROR START 3
2020-07-27 11:52:32,768 ERROR START 1
2020-07-27 11:52:32,810 ERROR START 3
2020-07-27 11:52:38,811 ERROR START 1
2020-07-27 11:52:38,854 ERROR START 3
2020-07-27 11:52:44,856 ERROR START 1
2020-07-27 11:52:44,899 ERROR START 3
2020-07-27 11:52:50,900 ERROR START 1
2020-07-27 11:52:50,943 ERROR START 3
2020-07-27 11:52:56,944 ERROR START 1
2020-07-27 11:52:57,001 ERROR START 3
2020-07-27 11:53:03,002 ERROR START 1
2020-07-27 11:53:03,047 ERROR START 3
2020-07-27 11:53:06,757 ERROR STOP reload email_ProKafka2FB
2020-07-27 11:53:20,818 ERROR START CoDon_ProKafka2FB
2020-07-27 11:53:21,017 ERROR START 1
2020-07-27 11:53:22,120 ERROR START 3
2020-07-27 14:05:27,634 ERROR START 1
2020-07-27 14:05:27,788 ERROR ["AXOO_suJEGzBDTotVVAZ"]
2020-07-27 14:05:27,845 ERROR {"Status":true,"Message":"Thành công","Data":[{"Id":"AXOO_suJEGzBDTotVVAZ","Email":"tienhv@xmedia.vn","Status":3}]}
2020-07-27 14:05:27,941 ERROR START 3
2020-07-27 16:05:27,959 ERROR START 1
2020-07-27 16:05:28,081 ERROR START 3
2020-07-27 17:15:40,243 ERROR STOP reload email_ProKafka2FB
